name,id,region_id
Старокостянтинівський районний суд Хмельницької області,661,22
Старосинявський районний суд Хмельницької області,662,22
Теофіпольський районний суд Хмельницької області,663,22
Хмельницький міськрайонний суд Хмельницької області,664,22
Хмельницький окружний адміністративний суд,665,22
Чемеровецький районний суд Хмельницької області,666,22
Шепетівський міськрайонний суд Хмельницької області,667,22
Ярмолинецький районний суд Хмельницької області,668,22
Апеляційний суд Черкаської області,669,23
Ватутінський міський суд Черкаської області,670,23
Городищенський районний суд Черкаської області,671,23
Господарський суд Черкаської області,672,23
Драбівський районний суд Черкаської області,673,23
Жашківський районний суд Черкаської області,674,23
Звенигородський районний суд Черкаської області,675,23
Золотоніський міськрайонний суд Черкаської області,676,23
Кам'янський районний суд Черкаської області,677,23
Канівський міськрайонний суд Черкаської області,678,23
Катеринопільський районний суд Черкаської області,679,23
Корсунь-Шевченківський районний суд Черкаської області,680,23
Лисянський районний суд Черкаської області,681,23
Маньківський районний суд Черкаської області,682,23
Монастирищенський районний суд Черкаської області,683,23
Придніпровський районний суд м.Черкас,684,23
Смілянський міськрайонний суд Черкаської області,685,23
Соснівський районний суд м.Черкас,686,23
Тальнівський районний суд Черкаської області,687,23
Уманський міськрайонний суд Черкаської області,688,23
Христинівський районний суд Черкаської області,689,23
Черкаський окружний адміністративний суд,690,23
Черкаський районний суд Черкаської області,691,23
Чигиринський районний суд Черкаської області,692,23
Чорнобаївський районний суд Черкаської області,693,23
Шполянський районний суд Черкаської області,694,23
Апеляційний суд Чернівецької області,695,24
Вижницький районний суд Чернівецької області,696,24
Герцаївський районний суд Чернівецької області,697,24
Глибоцький районний суд Чернівецької області,698,24
Господарський суд Чернівецької області,699,24
Заставнівський районний суд Чернівецької області,700,24
Кельменецький районний суд Чернівецької області,701,24
Кіцманський районний суд Чернівецької області,702,24
Новодністровський міський суд Чернівецької області,703,24
Новоселицький районний суд Чернівецької області,704,24
Першотравневий районний суд м.Чернівців,705,24
Путильський районний суд Чернівецької області,706,24
Садгірський районний суд м. Чернівців,707,24
Сокирянський районний суд Чернівецької області,708,24
Сторожинецький районний суд Чернівецької області,709,24
Хотинський районний суд Чернівецької області,710,24
Чернівецький окружний адміністративний суд,711,24
Шевченківський районний суд м. Чернівців,712,24
Апеляційний суд Чернігівської області,713,25
Бахмацький районний суд Чернігівської області,714,25
Бобровицький районний суд Чернігівської області,715,25
Борзнянський районний суд Чернігівської області,716,25
Варвинський районний суд Чернігівської області,717,25
Городнянський районний суд Чернігівської області,718,25
Господарський суд Чернігівської області,719,25
Деснянський районний суд м.Чернігова,720,25
Ічнянський районний суд Чернігівської області,721,25
Козелецький районний суд Чернігівської області,722,25
Коропський районний суд Чернігівської області,723,25
Корюківський районний суд Чернігівської області,724,25
Куликівський районний суд Чернігівської області,725,25
Менський районний суд Чернігівської області,726,25
Ніжинський міськрайонний суд Чернігівської області,727,25
Новгород-Сіверський районний суд Чернігівської області,728,25
Новозаводський районний суд м.Чернігова,729,25
Носівський районний суд Чернігівської області,730,25
Прилуцький міськрайонний суд Чернігівської області,731,25
Ріпкинський районний суд Чернігівської області,732,25
Семенівський районний суд Чернігівської області,733,25
Сосницький районний суд Чернігівської області,734,25
Срібнянський районний суд Чернігівської області,735,25
Талалаївський районний суд Чернігівської області,736,25
Чернігівський окружний адміністративний суд,737,25
Чернігівський районний суд Чернігівської області,738,25
Щорський районний суд Чернігівської області,739,25
